Sr No,Company Name,NSE/BSE Ticker,Exchange Index,SME Type,Sector,Industry,Theme,Loan Taken,Estimated Total Debt (Cr),Estimated Market Cap (Cr),Data Source,Note
384,Bewakoof Brands,BEWAKOOF,BSE SME,BSE SME,Consumer,D2C Fashion,Youth Fashion,Yes,12.0,95,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
385,FabIndia,FABINDIA,BSE SME,BSE SME,Consumer,Lifestyle Retail,Handcraft Retail,Yes,45.0,380,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
386,Prabhat Dairy,PRABHAT,NSE Emerge,NSE Emerge,Agriculture,Dairy,B2B Dairy,Yes,85.0,380,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
387,Dodla Dairy,DODLA,NSE Emerge,NSE Emerge,Agriculture,Dairy,South India Dairy,Yes,145.0,1800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
388,Heritage Foods,HERITGFOOD,NSE Emerge,NSE Emerge,Agriculture,Dairy & Retail,Dairy & Value Added,Yes,185.0,2800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
389,Parag Milk Foods,PARAGMILK,NSE Emerge,NSE Emerge,Agriculture,Dairy,Cheese & Whey,Yes,380.0,1800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
390,Kwality Limited,KWALITY,NSE Emerge,NSE Emerge,Agriculture,Dairy,B2B Dairy Processing,Yes,1200.0,280,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
391,Tasty Bite Eatables,TASTYBITE,NSE Emerge,NSE Emerge,Agriculture,Packaged Food,Ready Meals,No,0.0,2800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
392,Prataap Snacks,DIAMONDYD,NSE Emerge,NSE Emerge,Agriculture,Snacks,Value Snacks,Yes,45.0,1200,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
393,ADF Foods,ADFFOODS,NSE Emerge,NSE Emerge,Agriculture,Packaged Food,Ethnic Indian Food,No,0.0,850,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
394,Gits Food Products,GITSFOOD,BSE SME,BSE SME,Agriculture,Ready Meals,Indian Ready Meals,No,0.0,380,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
395,Agro Tech Foods,AGRITECH,NSE Emerge,NSE Emerge,Agriculture,Branded Food,Cooking Oils & Snacks,No,0.0,1800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
396,ITC Agri,ITCAGRI,BSE SME,BSE SME,Agriculture,Agri Inputs,e-Choupal,Yes,22.0,280,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
397,Advanta Seeds,ADVANTA,BSE SME,BSE SME,Agriculture,Hybrid Seeds,Corn & Sunflower Seeds,Yes,35.0,480,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
398,Bayer CropScience India,BAYERCROP,NSE Emerge,NSE Emerge,Agriculture,Crop Science,Pesticide & Seeds,No,0.0,8500,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
399,Dhanuka Agritech,DHANUKA,NSE Emerge,NSE Emerge,Agriculture,Pesticides,Agro Chemicals,No,0.0,3800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
400,Sumitomo Chemical India,SUMICHEM,NSE Emerge,NSE Emerge,Agriculture,Crop Protection,Agri Solutions,No,0.0,6500,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
401,Nocil Limited,NOCIL,NSE Emerge,NSE Emerge,Materials,Rubber Chemicals,Tyre Chemicals,No,0.0,2800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
402,Camlin Fine Sciences,CAMLINFINE,NSE Emerge,NSE Emerge,Materials,Antioxidants,Food Additives,Yes,185.0,650,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
403,Aarti Surfactants,AARTISUR,NSE Emerge,NSE Emerge,Materials,Surfactants,Home & Personal Care,Yes,45.0,580,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
404,Meghmani Organics,MEGHMANORG,NSE Emerge,NSE Emerge,Materials,Pigments & Agro Chem,Specialty Chem,Yes,280.0,1800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
405,Aether Industries,AETHER,NSE Emerge,NSE Emerge,Materials,Specialty Chem,Performance Chem,Yes,180.0,3200,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
406,Rossari Biotech,ROSSARI,NSE Emerge,NSE Emerge,Materials,Specialty Enzymes,Home & Agri Chem,Yes,95.0,1800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
407,Caplin Chemicals,CAPLINCHEM,BSE SME,BSE SME,Materials,Pharma Chemicals,Intermediates,Yes,18.5,145,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
408,Epigral,EPIGRAL,NSE Emerge,NSE Emerge,Materials,Chlor-Alkali,Specialty PVC,Yes,580.0,2800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
409,Gujarat Alkalies,GUJALKALI,NSE Emerge,NSE Emerge,Materials,Chlor-Alkali,Industrial Chemicals,Yes,280.0,1800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
410,Manali Petrochemical,MANALIPETC,NSE Emerge,NSE Emerge,Materials,Propylene Oxide,Polyols,Yes,45.0,1200,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
411,Laxmi Organic Industries,LXCHEM,NSE Emerge,NSE Emerge,Materials,Ethyl Acetate,Specialty Acetyl,Yes,120.0,2200,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
412,Deccan Fine Chemicals,DECCANFINE,BSE SME,BSE SME,Materials,Specialty Chem,API Intermediates,Yes,12.0,85,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
413,Kovai Medical Center,KOVAI,NSE Emerge,NSE Emerge,Healthcare,Super Specialty Hospital,Tertiary Care,Yes,145.0,1800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
414,Rainbow Children's,RAINBOW,NSE Emerge,NSE Emerge,Healthcare,Pediatric Hospital,Child Healthcare,Yes,85.0,3800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
415,Jupiter Wagons,JUBLPHARMA,NSE Emerge,NSE Emerge,Industrials,Railway Wagons,Rail Transport,Yes,280.0,3200,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
416,Safari Industries,SAFARI,NSE Emerge,NSE Emerge,Consumer,Luggage,Travel Accessories,Yes,55.0,3800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
417,VIP Industries,VIPIND,NSE Emerge,NSE Emerge,Consumer,Luggage,Hard & Soft Luggage,Yes,45.0,4500,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
418,Raymond Limited,RAYMOND,NSE Emerge,NSE Emerge,Textiles,Suiting & Real Estate,Diversified,Yes,1200.0,9800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
419,Grasim Industries (Textiles),GRASIM,NSE Emerge,NSE Emerge,Textiles,VSF & Chemicals,Viscose Staple Fibre,Yes,8500.0,95000,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
420,Indo Count Industries,ICIL,NSE Emerge,NSE Emerge,Textiles,Bed Linen,Home Textiles Export,Yes,180.0,2200,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
421,Trident Limited,TRIDENT,NSE Emerge,NSE Emerge,Textiles,Terry Towels & Paper,Integrated Textile,Yes,1200.0,6500,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
422,Bombay Dyeing,BOMBAYDYEING,NSE Emerge,NSE Emerge,Textiles,Fabric & RE,Textile & Property,Yes,1200.0,2800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
423,Siyaram Silk,SIYARAM,NSE Emerge,NSE Emerge,Textiles,Suiting Fabric,B2B Fabric,Yes,85.0,1800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
424,RSWM Limited,RSWM,NSE Emerge,NSE Emerge,Textiles,Synthetic Yarn,Man-made Textiles,Yes,580.0,850,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
425,Century Textiles,CENTURYTEX,NSE Emerge,NSE Emerge,Textiles,Fabric & RE,Textiles & Real Estate,Yes,1200.0,6500,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
426,Ambika Cotton Mills,AMBIKACO,NSE Emerge,NSE Emerge,Textiles,Combed Yarn,Cotton Spinning,Yes,85.0,850,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
427,Patspin India,PATSPIN,BSE SME,BSE SME,Textiles,Compact Yarn,Spinning,Yes,45.0,180,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
428,S P Apparels,SPAL,NSE Emerge,NSE Emerge,Textiles,Knit Garments,Kidswear Export,Yes,120.0,1200,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
429,Pearl Global Industries,PGIL,NSE Emerge,NSE Emerge,Textiles,Apparel Export,Woven Garments,Yes,180.0,1200,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
430,Numero Uno Clothing,NUMERUNO,BSE SME,BSE SME,Textiles,Denim Brand,Fashion Brand,Yes,28.5,95,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
431,Patel Extrusions,PATELEXT,BSE SME,BSE SME,Packaging,Pipes & Fittings,Plumbing,Yes,22.0,85,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
432,Roto Pumps,ROTOPUMPS,NSE Emerge,NSE Emerge,Industrials,Progressive Cavity Pumps,Specialty Pumps,Yes,22.0,480,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
433,EPL Limited (Essel Propack),EPL,NSE Emerge,NSE Emerge,Packaging,Laminated Tubes,Personal Care Tubes,Yes,850.0,4800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
434,Sintex Industries,SINTEX,NSE Emerge,NSE Emerge,Packaging,Plastic Tanks & Products,Water Storage,Yes,1850.0,380,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
435,TCPL Packaging,TCPLPACK,NSE Emerge,NSE Emerge,Packaging,Cartons & Boxes,FMCG Packaging,Yes,145.0,850,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
436,Uflex Packaging,UFLEX2,BSE SME,BSE SME,Packaging,Flexible Films,Packaging Films,Yes,55.0,280,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
437,Jumbo Bag,JUMBOBAG,BSE SME,BSE SME,Packaging,FIBC,Bulk Bag,Yes,18.5,95,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
438,Jay Ushin,JAYUSHIN,NSE Emerge,NSE Emerge,Automobile,Auto Components,Mirrors & Locks,Yes,55.0,580,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
439,CEAT Limited,CEAT,NSE Emerge,NSE Emerge,Automobile,Tyres,Auto Tyres,Yes,1850.0,9800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
440,Apollo Tyres,APOLLOTYRE,NSE Emerge,NSE Emerge,Automobile,Tyres,Commercial Tyres,Yes,3200.0,28000,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
441,Davalee Fashion,DAVALEE,BSE SME,BSE SME,Consumer,Ethnic Wear,Online Fashion,Yes,3.5,38,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
442,ANG Industries,ANGIND,BSE SME,BSE SME,Industrials,Auto Components,Castings,Yes,15.5,65,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
443,Incredible Industries,INCREDIB,BSE SME,BSE SME,Industrials,Steel Fabrication,Infra Fabrication,Yes,22.0,75,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
444,Shardul Securities,SHARDULS,BSE SME,BSE SME,Financials,Broking,Equity Broking,No,0.0,42,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
445,Genpro Engineering,GENPRO,BSE SME,BSE SME,Industrials,Heat Exchangers,Chemical Equipment,Yes,12.5,58,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
446,Akshar Spintex,AKSHAR,BSE SME,BSE SME,Textiles,Cotton Yarn,Compact Yarn,Yes,18.5,72,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
447,Sai India,SAIINDIA,BSE SME,BSE SME,Healthcare,Hospital,Multi-Specialty Hospital,Yes,35.0,85,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
448,Monarch Networth Capital,MONARCH,BSE SME,BSE SME,Financials,Wealth Mgmt,HNI Advisory,No,0.0,65,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
449,Jay Jalaram Enterprises,JAYJALARAM,BSE SME,BSE SME,Consumer,Grocery Retail,Organized Retail,Yes,8.5,45,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
450,Veerhealth Care,VEERHEALTH,BSE SME,BSE SME,Healthcare,OTC Pharma,Ayurvedic OTC,Yes,4.5,38,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
451,Vikas EcoTech,VIKASECO,BSE SME,BSE SME,Materials,Specialty Compound,PVC Compounds,Yes,28.5,95,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
452,Master Trust,MASTERTRU,BSE SME,BSE SME,Financials,Broking & NBFC,Financial Services,Yes,45.0,85,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
453,Goldiam International,GOLDIAM,BSE SME,BSE SME,Consumer,Jewelry,Diamond Jewelry Export,No,0.0,280,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
454,Goenka Diamond & Jewels,GOENKA,BSE SME,BSE SME,Consumer,Jewelry,Lab Grown Diamond,Yes,8.5,65,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
455,GG Engineering,GGENG,BSE SME,BSE SME,Industrials,Railroad Infra,Rail Components,Yes,22.0,95,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
456,Swastika Investmart,SWASTIKA,BSE SME,BSE SME,Financials,Broking,Retail Broking,Yes,12.0,55,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
457,Rishabh Instruments,RISHABH,BSE SME,BSE SME,Industrials,Electrical Instruments,Panel Meters,Yes,18.5,380,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
458,Focus Business Solutions,FOCUS,BSE SME,BSE SME,Technology,ERP Software,Jewellery ERP,No,0.0,38,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
459,Cian Healthcare,CIAN,BSE SME,BSE SME,Healthcare,Derma Pharma,Dermatology,Yes,5.5,45,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
460,Aakash Educational Services,AAKASH,BSE SME,BSE SME,Education,Test Prep,Medical Entrance,Yes,45.0,180,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
461,Satia Industries,SATIA,BSE SME,BSE SME,Industrials,Paper,Writing & Printing Paper,Yes,85.0,280,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
462,Mahindra EPC Irrigation,MAHINDRAPC,BSE SME,BSE SME,Agriculture,Drip Irrigation,Micro Irrigation,Yes,28.5,180,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
463,Sarthak Metals,SARTHAKMTL,BSE SME,BSE SME,Materials,Ferro Alloys,Steel Alloys,Yes,18.5,65,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
464,Kotyark Industries,KOTYARK,BSE SME,BSE SME,Energy,Biodiesel,Biofuel,Yes,5.5,42,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
465,Sagar Cements,SAGCEM,NSE Emerge,NSE Emerge,Materials,Cement,South India Cement,Yes,580.0,2800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
466,Orient Cement,ORIENTCEM,NSE Emerge,NSE Emerge,Materials,Cement,Central India Cement,Yes,680.0,2200,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
467,Udaipur Cement Works,UDAICEMEN,NSE Emerge,NSE Emerge,Materials,Cement,Rajasthan Cement,Yes,280.0,850,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
468,Penna Cement,PENNACEM,BSE SME,BSE SME,Materials,Cement,South India Cement,Yes,1200.0,1800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
469,Anjani Portland Cement,ANJANIPOR,BSE SME,BSE SME,Materials,Cement,Regional Cement,Yes,145.0,480,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
470,NG Industries,NGIND,BSE SME,BSE SME,Industrials,Rubber Products,Auto Rubber Parts,Yes,12.5,55,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
471,Super Tannery,SUPERTANN,BSE SME,BSE SME,Consumer,Leather,Finished Leather,Yes,22.0,65,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
472,Bombay Super Hybrid Seeds,BSHYBRID,BSE SME,BSE SME,Agriculture,Seeds,Hybrid Vegetable Seeds,Yes,8.5,48,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
473,Nav India Finserv,NAVINDIAFS,BSE SME,BSE SME,Financials,MSME Loans,Rural NBFC,Yes,85.0,65,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
474,Saakshi Medtech,SAAKSHIMD,BSE SME,BSE SME,Healthcare,Vet Equipment,Animal Diagnostics,Yes,5.5,38,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
475,Visco Trading,VISCOTRAD,BSE SME,BSE SME,Consumer,Chemicals Distribution,B2B Distribution,Yes,18.5,45,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
476,Hi-Tech Pipes,HITECHPIPE,NSE Emerge,NSE Emerge,Industrials,Steel Pipes,ERW Steel Tubes,Yes,180.0,850,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
477,Sarda Energy & Minerals,SARDAEN,NSE Emerge,NSE Emerge,Materials,Sponge Iron,Integrated Steel,Yes,380.0,2800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
478,Sunflag Iron & Steel,SUNFLAG,NSE Emerge,NSE Emerge,Materials,Special Steel,Alloy Steel,Yes,280.0,1200,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
479,Usha Martin,USHAMART,NSE Emerge,NSE Emerge,Materials,Wire Ropes,Steel Wire,Yes,650.0,4500,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
480,Sumedha Fiscal Services,SUMEDHA,BSE SME,BSE SME,Financials,Financial Advisory,IBC Advisory,No,0.0,35,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
481,Kesar India,KESARINDIA,BSE SME,BSE SME,Agriculture,Saffron & Spices,Specialty Agri,No,0.0,55,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
482,Ravi Kumar Distilleries,RAVIKUMAR,BSE SME,BSE SME,Consumer,Indian Spirits,IMFL,Yes,45.0,95,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
483,Khyati Global Ventures,KHYATI,BSE SME,BSE SME,Consumer,Food Products,Processed Food,Yes,5.5,38,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
484,Tirupati Starch & Chemicals,TIRUSTARCH,BSE SME,BSE SME,Materials,Starch,Native Starch,Yes,18.5,55,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
485,Dharni Sugars,DHARNISUG,BSE SME,BSE SME,Agriculture,Sugar,Sugar & Molasses,Yes,45.0,65,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
486,Garg Furnace,GARGFUR,BSE SME,BSE SME,Industrials,Steel Melting,Secondary Steel,Yes,22.0,58,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
487,Pal Mohan Castings,PALMOHAN,BSE SME,BSE SME,Industrials,Grey Iron Castings,Foundry Products,Yes,15.5,52,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
488,Commercial Engineers,COMMERCEN,NSE Emerge,NSE Emerge,Industrials,Railway Equipment,Rail Infrastructure,Yes,95.0,580,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
489,Sarveshwar Foods,SARVESHWAR,NSE Emerge,NSE Emerge,Agriculture,Basmati Rice,Rice Export,Yes,85.0,280,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
490,LT Foods,LTFOODS,NSE Emerge,NSE Emerge,Agriculture,Basmati Rice,Branded Rice,Yes,480.0,3200,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
491,KRBL Limited,KRBL,NSE Emerge,NSE Emerge,Agriculture,Basmati Rice,India Gate Rice,No,0.0,3800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
492,Chambal Fertilizers,CHAMBLFERT,NSE Emerge,NSE Emerge,Agriculture,Urea Fertilizers,Agri Inputs,Yes,1850.0,9500,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
493,Deepak Fertilizers,DEEPAKFERT,NSE Emerge,NSE Emerge,Agriculture,Ammonia & Fertilizers,Specialty Fertilizers,Yes,1500.0,4800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
494,Coromandel International,COROMANDEL,NSE Emerge,NSE Emerge,Agriculture,Phosphatic Fertilizers,Agri Solutions,Yes,650.0,18500,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
495,Tata Chemicals,TATACHEM,NSE Emerge,NSE Emerge,Materials,Soda Ash,Specialty Products,Yes,3800.0,22000,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
496,GHCL Limited,GHCL,NSE Emerge,NSE Emerge,Materials,Soda Ash & Textiles,Inorganic Chemicals,Yes,580.0,4200,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
497,Nirma Limited,NIRMA,BSE SME,BSE SME,Consumer,Detergents & Cement,FMCG & Building,Yes,1200.0,5500,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
498,Kama Kaze D2c Brand,KAMAKAZE,BSE SME,BSE SME,Consumer,Hair Colour,DIY Beauty,Yes,8.5,65,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
499,Orange Retail Finance,ORANGERETL,BSE SME,BSE SME,Financials,Consumer Loans,NBFC Consumer,Yes,280.0,145,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
500,Tata Advanced Materials,TATAADV,BSE SME,BSE SME,Materials,Composites,Aerospace Composites,Yes,45.0,280,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
501,Unison Hotels,UNISONHOTL,BSE SME,BSE SME,Consumer,Hotels,Business Hotels,Yes,55.0,145,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
502,Samarth Rocks,SAMARTH,BSE SME,BSE SME,Materials,Granite & Marble,Natural Stone,Yes,5.5,35,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
503,Kapilansh Dhatu Udyog,KAPILANSH,BSE SME,BSE SME,Materials,Copper Alloys,Specialty Metal,Yes,12.5,55,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
504,Polson Limited,POLSON,BSE SME,BSE SME,Agriculture,Dairy Products,Butter & Cheese,Yes,15.0,45,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
505,Surbhi Chemicals,SURBHICEM,BSE SME,BSE SME,Materials,Industrial Chemicals,Basic Chemicals,Yes,8.5,42,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
506,Arfin India,ARFIN,BSE SME,BSE SME,Materials,Aluminium Products,Aluminium Castings,Yes,22.0,95,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
507,Venus Pipes & Tubes,VENUSPIPES,NSE Emerge,NSE Emerge,Industrials,Stainless Pipes,SS Tubes,Yes,95.0,850,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
508,Goodluck India,GOODLUCK,NSE Emerge,NSE Emerge,Industrials,Steel Tubes,ERW & DOM Tubes,Yes,280.0,1200,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
509,Mukand Limited,MUKAND,NSE Emerge,NSE Emerge,Materials,Stainless Steel,Alloy Steel,Yes,380.0,1200,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
510,Kalyani Steel,KALYANISL2,BSE SME,BSE SME,Materials,Alloy Steel,Automotive Steel,Yes,120.0,480,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
